count,area_Mm2,cov_cost_GBPbn,off_cost_GBPbn
94876.40834958821,57.2805233998364,6.2917387726511995,4.403310923730111
95420.31902765986,52.23122036553742,5.966651126784186,4.518204804130117
95164.0620980006,55.75982222031099,6.5406470213750065,4.854778278959532
94863.2923582368,60.96071157467299,6.983395788523544,4.401924925730895
94813.8776966619,56.3642967903171,6.397561219368975,4.551606292555087
95110.53657423673,60.88888963099238,7.005486161691512,4.64378196107007
94807.45200677481,55.487179170703826,6.604686638386171,4.60026303799783
94807.78378016723,53.68710433632629,6.05567583901371,4.316382204396652
94700.9046779686,57.39185847677411,7.038323131423474,4.912344927462411
95058.09686189424,61.49606219496675,6.984245964408988,4.66169638796439
95096.60915358685,58.78762275176945,6.865355551618184,4.867392574254405
94759.30705694765,54.52580319667336,5.967613545747148,4.317334283704812
94841.862213255,54.20798935014861,5.987975975928273,4.475072042389063
94515.45026876514,58.00557536399747,6.6253969095044525,4.496363699388898
95013.85980763705,60.04255880463347,6.973210994301643,4.846641392386758
94450.94970445329,60.48561620315792,7.026431505198969,4.53394665390213
94661.60109229198,54.03275455271425,6.0051549705349725,4.494100955026028
95188.42584732895,55.794727904356634,6.509692004102127,4.916938288008643
95101.2378324828,59.283932644495096,6.530850624929923,4.307552390281473
94998.75938028052,58.84895940427019,6.470716141476087,4.478581690539181
94786.95885473478,58.578766483981006,6.613154105550812,4.374148120611859
94502.68338234733,60.1365662616046,6.582770459554066,4.255739624774278
95116.75538401399,53.26141402142397,5.60894807641671,4.346089130065152
94570.18480583194,56.27271019230647,6.146925144931187,4.738052570895783
94828.50675685132,53.70598636815778,6.016515288623334,4.340186381339967
95007.93067809357,56.153896525180876,6.290950814424755,4.182627422981909
94917.78605785298,60.12722162639665,6.836528171103005,4.669210413817874
94797.56090155712,54.831408782515346,6.011386522028857,4.275034896518136
95054.66107459,57.40841640388552,6.557330071374863,4.531832616144457
95243.96445634188,55.575259760164286,6.2099999194346704,4.5885611473253345
95131.26172435125,58.669997596112395,6.527848723078002,4.450438100076009
94969.91788807488,54.9671474295073,6.567524289613067,5.090524496947121
95107.43483054866,57.90105750478565,6.613195848308696,4.581525353582
94615.72971459052,59.47417464728658,6.799065206474963,4.3163009132537615
94888.35834952301,62.34333534194853,6.955759507793679,4.1886733421786175
95065.84584980272,57.63333057731941,6.506013325517269,4.4190953535994195
94892.89924955445,56.71045750088438,6.465066320091165,4.5555277193704
95772.27088999025,60.981358661359565,7.077186296635371,4.674814822855395
94730.04875624871,62.52806167303206,7.115471455370999,4.661184132823724
94810.17718537236,58.5037433219364,6.773416232405106,4.678916491006434
95070.42232027481,54.41158893685971,6.2277444393047245,4.656302416721731
95267.05265637604,57.89740456638038,6.4660042459475955,4.292073952552983
94648.61898623541,56.55693961954576,6.69142782937049,4.4583811303253995
95293.7284859811,61.71092369224366,7.099060617273364,4.64198826968021
94602.72540299765,52.33038650799495,5.585640735199297,4.429375988229877
94544.36253296629,58.02166525280308,6.639124709298957,4.573362682802428
94859.63022207028,52.47592169938411,6.106537011060763,4.699352961509502
94937.40614130751,61.16984946231554,7.013667010753836,4.495127725440449
94621.34642189441,53.43154102241696,5.880640964220007,4.477349059080336
95281.47791265439,57.35817308951291,6.504811735695877,4.474459193916656
95258.58310393072,56.50865470094008,6.608439255318326,4.6963925685339305
94891.41495322263,60.96485479890031,7.156899893234881,4.773626388786634
95137.3132319311,56.69062480043129,6.628985613049437,4.728622423873572
94971.27621966819,56.20738811790116,6.5388803765473025,4.742896460035899
95039.83264011245,60.04985979148496,7.019258226919945,4.650692380984089
94824.84427293045,55.08261130530894,6.556881586625495,4.837120454425546
95050.59811892314,49.800558479073324,5.924868445133417,4.895197421722415
